TamanhoMem,minBloco, requisicoes,threads,cleaningPercent ,execucao ,segundos
2048,64,10,0,30,167270,0.16727
2048,32,10,0,10,167730,0.16773
2048,32,10,0,40,168541,0.168541
1024,32,10,0,30,168762,0.168762
1024,32,10,0,40,169063,0.169063
4096,64,10,0,30,169403,0.169403
1024,32,10,0,10,169433,0.169433
4096,64,10,0,40,169463,0.169463
8192,64,10,0,40,169894,0.169894
2048,64,10,0,70,170084,0.170084
4096,32,10,0,100,170776,0.170776
4096,64,10,0,100,170916,0.170916
4096,64,10,0,10,171036,0.171036
4096,64,10,0,50,171166,0.171166
2048,64,10,0,50,171417,0.171417
2048,32,10,0,90,171587,0.171587
2048,32,10,0,60,171757,0.171757
2048,32,10,0,50,172078,0.172078
2048,64,10,0,60,172619,0.172619
4096,64,10,0,80,172870,0.17287
8192,64,10,0,70,172960,0.17296
2048,64,10,0,100,173080,0.17308
8192,64,10,0,10,173301,0.173301
4096,32,10,0,50,173581,0.173581
4096,32,10,0,90,173781,0.173781
8192,64,10,0,60,173901,0.173901
1024,32,10,0,60,173952,0.173952
8192,32,10,0,60,173962,0.173962
2048,64,10,0,40,174032,0.174032
8192,64,10,0,80,174242,0.174242
4096,32,10,0,80,174352,0.174352
8192,32,10,0,100,174453,0.174453
8192,32,10,0,70,174512,0.174512
8192,64,10,0,20,174693,0.174693
2048,32,10,0,70,174723,0.174723
8192,32,10,0,80,174934,0.174934
4096,32,10,0,20,175023,0.175023
4096,32,10,0,40,175354,0.175354
2048,32,10,0,100,175465,0.175465
2048,32,10,0,80,175675,0.175675
4096,32,10,0,30,175865,0.175865
8192,32,10,0,50,175895,0.175895
8192,64,10,0,90,176256,0.176256
8192,32,10,0,20,178329,0.178329
8192,64,10,0,30,179181,0.179181
8192,32,10,0,30,179352,0.179352
8192,64,10,0,100,180363,0.180363
2048,64,10,0,80,181896,0.181896
2048,64,10,0,10,182808,0.182808
4096,32,10,0,10,183509,0.183509
4096,64,10,0,90,183609,0.183609
8192,32,10,0,90,184831,0.184831
1024,32,10,0,90,184992,0.184992
2048,32,10,0,20,185263,0.185263
4096,64,10,0,60,187086,0.187086
1024,32,10,0,100,187367,0.187367
8192,32,10,0,10,187958,0.187958
2048,64,10,0,20,189751,0.189751
8192,64,10,0,50,189761,0.189761
1024,32,10,0,50,191985,0.191985
1024,32,10,0,80,194009,0.194009
4096,32,10,0,60,196032,0.196032
4096,32,10,0,70,198006,0.198006
8192,32,10,0,40,201923,0.201923
4096,64,10,0,20,209517,0.209517
