tamanhoMem,minBloco,requisicoes,threads,cleaningPercent,execucao,real_time,user_time,sys_time,max_memory_kb
8192,8,60,16,10,1228642,,,,
2048,4,20,16,60,1228852,,,,
2048,8,20,16,70,1228862,,,,
1024,4,60,16,50,1229213,,,,
4096,2,10,16,50,1229243,,,,
2048,8,60,16,70,1229443,,,,
2048,16,10,16,10,1229444,,,,
2048,16,50,16,20,1229474,,,,
8192,16,40,16,100,1229513,,,,
4096,32,60,16,30,1229634,,,,
1024,32,60,16,10,1229844,,,,
1024,32,100,16,40,1229844,,,,
1024,4,20,16,10,1229984,,,,
2048,16,30,16,90,1229994,,,,
8192,2,10,16,90,1229994,,,,
2048,16,40,16,80,1230225,,,,
1024,4,30,16,80,1230295,,,,
4096,64,30,16,10,1230575,,,,
2048,64,50,16,40,1230706,,,,
2048,4,20,16,90,1231076,,,,
2048,64,60,16,10,1231227,,,,
1024,8,100,16,60,1231267,,,,
2048,8,30,16,40,1231276,,,,
8192,16,50,16,10,1231337,,,,
4096,2,60,16,10,1231347,,,,
8192,8,60,16,60,1231477,,,,
1024,8,50,16,20,1231487,,,,
1024,8,40,16,90,1231597,,,,
8192,16,20,16,90,1231748,,,,
1024,4,30,16,30,1232078,,,,
8192,4,10,16,30,1232149,,,,
8192,16,20,16,70,1232239,,,,
1024,2,60,16,90,1232278,,,,
8192,32,40,16,60,1232429,,,,
1024,32,60,16,60,1232479,,,,
1024,32,10,16,40,1232579,,,,
1024,4,30,16,50,1232589,,,,
2048,32,30,16,70,1233020,,,,
1024,2,50,16,30,1233030,,,,
8192,8,60,16,30,1233030,,,,
8192,4,100,16,80,1233040,,,,
1024,8,50,16,50,1233060,,,,
1024,4,30,16,100,1233070,,,,
8192,8,20,16,0,1233170,,,,
1024,8,40,16,40,1233200,,,,
2048,8,100,16,100,1233300,,,,
2048,4,30,16,90,1233320,,,,
4096,8,30,16,40,1233320,,,,
1024,64,100,16,80,1233411,,,,
4096,2,50,16,70,1233571,,,,
2048,4,10,16,50,1233581,,,,
1024,8,40,16,100,1233641,,,,
2048,8,30,16,90,1233861,,,,
2048,16,30,16,0,1233892,,,,
1024,64,30,16,0,1233911,,,,
8192,16,30,16,60,1233962,,,,
1024,16,30,16,10,1234002,,,,
1024,4,30,16,20,1234072,,,,
1024,2,20,16,10,1234162,,,,
8192,16,40,16,90,1234303,,,,
2048,64,60,16,30,1234393,,,,
8192,2,20,16,100,1234523,,,,
2048,16,10,16,20,1234764,,,,
4096,32,50,16,50,1234933,,,,
1024,32,40,16,0,1234963,,,,
2048,32,30,16,80,1234973,,,,
1024,4,50,16,0,1235144,,,,
2048,32,10,16,40,1235144,,,,
1024,16,100,16,90,1235224,,,,
1024,2,100,16,90,1235334,,,,
4096,16,10,16,10,1235485,,,,
2048,4,40,16,20,1235555,,,,
4096,64,30,16,30,1235805,,,,
4096,16,30,16,80,1235825,,,,
4096,64,30,16,90,1235986,,,,
2048,4,40,16,60,1236126,,,,
4096,8,40,16,0,1236126,,,,
2048,32,60,16,50,1236166,,,,
8192,32,60,16,30,1236216,,,,
8192,16,30,16,100,1236276,,,,
2048,16,30,16,40,1236306,,,,
2048,2,40,16,90,1236657,,,,
8192,8,40,16,90,1236667,,,,
1024,8,10,16,0,1236837,,,,
4096,4,20,16,20,1236837,,,,
2048,2,60,16,70,1236847,,,,
8192,8,40,16,30,1236957,,,,
1024,8,40,16,60,1237088,,,,
8192,2,50,16,30,1237108,,,,
1024,16,10,16,60,1237118,,,,
4096,32,50,16,10,1237278,,,,
4096,4,40,16,40,1237318,,,,
4096,2,60,16,80,1237388,,,,
1024,8,40,16,70,1237449,,,,
4096,32,60,16,10,1237568,,,,
2048,2,30,16,90,1237589,,,,
8192,64,50,16,40,1237589,,,,
4096,64,60,16,90,1237679,,,,
2048,32,50,16,50,1237979,,,,
4096,32,60,16,0,1238209,,,,
8192,64,100,16,30,1238620,,,,
2048,2,20,16,40,1238630,,,,
4096,8,20,16,100,1238791,,,,
1024,16,30,16,90,1238831,,,,
1024,4,50,16,10,1238981,,,,
2048,16,50,16,0,1239021,,,,
1024,4,10,16,50,1239191,,,,
4096,32,100,16,60,1239251,,,,
1024,32,20,16,40,1239262,,,,
4096,64,50,16,50,1239292,,,,
1024,2,1000,16,50,1239402,,,,
2048,16,50,16,40,1239402,,,,
2048,4,60,16,10,1239542,,,,
8192,16,60,16,20,1239642,,,,
4096,16,30,16,20,1239652,,,,
8192,4,30,16,90,1239712,,,,
2048,16,100,16,50,1239722,,,,
1024,2,10,16,40,1239792,,,,
1024,32,30,16,20,1239963,,,,
8192,2,100,16,20,1239963,,,,
1024,4,20,16,80,1239973,,,,
4096,4,50,16,20,1240073,,,,
1024,16,20,16,100,1240244,,,,
8192,4,20,16,30,1240314,,,,
8192,2,30,16,70,1240384,,,,
4096,4,100,16,70,1240514,,,,
1024,64,60,16,40,1240544,,,,
1024,4,20,16,40,1240604,,,,
1024,32,50,16,20,1240604,,,,
2048,4,50,16,70,1240725,,,,
2048,32,60,16,60,1240834,,,,
4096,2,60,16,50,1240874,,,,
1024,16,20,16,80,1240945,,,,
2048,4,20,16,40,1241024,,,,
1024,16,30,16,50,1241025,,,,
2048,8,50,16,30,1241065,,,,
2048,16,60,16,80,1241085,,,,
4096,4,40,16,90,1241225,,,,
8192,8,60,16,40,1241236,,,,
1024,2,40,16,90,1241296,,,,
1024,4,20,16,60,1241395,,,,
2048,4,50,16,90,1241816,,,,
2048,64,30,16,40,1241867,,,,
2048,64,100,16,60,1241936,,,,
4096,16,100,16,10,1242076,,,,
2048,2,100,16,100,1242207,,,,
8192,32,30,16,40,1242207,,,,
2048,16,60,16,10,1242237,,,,
1024,16,60,16,70,1242317,,,,
1024,16,40,16,100,1242518,,,,
8192,32,30,16,20,1242598,,,,
4096,64,50,16,0,1242667,,,,
2048,16,60,16,50,1242678,,,,
2048,16,1000,16,90,1242678,,,,
8192,4,100,16,100,1242868,,,,
2048,4,30,16,80,1242888,,,,
8192,4,40,16,80,1242988,,,,
1024,2,60,16,100,1243069,,,,
1024,2,30,16,10,1243119,,,,
1024,32,10,16,50,1243159,,,,
4096,16,60,16,50,1243239,,,,
4096,2,60,16,30,1243339,,,,
8192,16,30,16,40,1243469,,,,
1024,64,30,16,80,1243509,,,,
4096,32,60,16,50,1243520,,,,
1024,16,1000,16,60,1243559,,,,
2048,16,100,16,40,1243730,,,,
8192,4,30,16,20,1243790,,,,
4096,16,50,16,10,1243900,,,,
8192,4,1000,16,30,1244171,,,,
1024,32,10,16,80,1244240,,,,
8192,16,10,16,20,1244270,,,,
2048,64,30,16,50,1244311,,,,
2048,4,50,16,60,1244391,,,,
1024,2,20,16,70,1244511,,,,
2048,16,40,16,30,1244532,,,,
1024,8,100,16,40,1244641,,,,
4096,4,40,16,50,1244651,,,,
2048,4,100,16,100,1244791,,,,
1024,4,100,16,30,1245143,,,,
8192,8,30,16,20,1245623,,,,
8192,32,60,16,0,1245673,,,,
4096,16,10,16,0,1245763,,,,
4096,64,60,16,100,1245843,,,,
1024,32,20,16,80,1246014,,,,
4096,8,40,16,30,1246104,,,,
4096,32,40,16,80,1246135,,,,
4096,64,60,16,30,1246224,,,,
8192,8,10,16,80,1246264,,,,
4096,2,20,16,60,1246705,,,,
2048,16,60,16,30,1246715,,,,
4096,16,20,16,10,1246806,,,,
2048,8,10,16,60,1246916,,,,
2048,64,50,16,0,1246925,,,,
1024,16,50,16,30,1246926,,,,
1024,4,60,16,0,1246996,,,,
4096,64,50,16,80,1247096,,,,
2048,2,40,16,20,1247176,,,,
4096,16,20,16,0,1247216,,,,
1024,32,30,16,70,1247326,,,,
4096,64,40,16,100,1247547,,,,
2048,8,20,16,30,1247627,,,,
4096,8,100,16,10,1247757,,,,
2048,4,10,16,40,1247837,,,,
1024,8,10,16,70,1248058,,,,
1024,4,30,16,70,1248178,,,,
1024,2,1000,16,20,1248238,,,,
1024,16,50,16,10,1248248,,,,
4096,32,30,16,30,1248308,,,,
2048,32,10,16,10,1248369,,,,
1024,32,20,16,60,1248459,,,,
1024,32,1000,8,20,1248469,,,,
1024,2,100,16,60,1248489,,,,
8192,16,50,16,60,1248528,,,,
8192,8,10,16,100,1248688,,,,
4096,16,50,16,70,1248739,,,,
4096,16,100,16,30,1248759,,,,
1024,16,60,16,50,1248819,,,,
8192,8,40,16,60,1248819,,,,
4096,16,40,16,30,1249019,,,,
2048,32,100,16,10,1249020,,,,
2048,2,60,16,0,1249070,,,,
4096,2,30,16,60,1249110,,,,
8192,16,30,16,70,1249290,,,,
4096,64,20,16,30,1249310,,,,
1024,4,40,16,30,1249421,,,,
8192,32,100,16,30,1249430,,,,
4096,16,40,16,40,1249570,,,,
8192,32,20,16,20,1249580,,,,
1024,16,60,16,80,1249710,,,,
2048,8,1000,16,80,1249750,,,,
1024,2,10,16,80,1249751,,,,
2048,2,10,16,80,1249811,,,,
1024,16,20,16,20,1249841,,,,
8192,2,50,16,20,1249971,,,,
1024,8,20,16,20,1249991,,,,
2048,16,40,16,90,1250091,,,,
4096,8,50,16,30,1250131,,,,
8192,32,40,16,80,1250191,,,,
1024,8,60,16,50,1250192,,,,
4096,8,100,16,80,1250242,,,,
8192,4,40,16,60,1250262,,,,
2048,4,50,16,50,1250332,,,,
8192,32,100,16,50,1250412,,,,
8192,16,50,16,90,1250452,,,,
4096,2,30,16,40,1250632,,,,
4096,2,20,16,30,1250643,,,,
1024,2,40,16,40,1250722,,,,
2048,8,50,16,80,1250743,,,,
1024,8,20,16,90,1250903,,,,
2048,32,10,16,20,1251003,,,,
8192,2,20,16,70,1251164,,,,
4096,16,10,16,80,1251233,,,,
1024,32,10,16,70,1251524,,,,
4096,16,60,16,20,1251655,,,,
4096,16,60,16,90,1251735,,,,
1024,32,60,16,80,1251805,,,,
8192,64,50,16,50,1251865,,,,
1024,8,60,16,0,1251875,,,,
8192,16,100,16,100,1251905,,,,
1024,16,50,16,0,1251985,,,,
8192,4,60,16,70,1252015,,,,
2048,4,30,16,20,1252276,,,,
1024,4,60,16,100,1252466,,,,
2048,2,40,16,0,1252526,,,,
4096,4,10,16,40,1252566,,,,
1024,4,10,16,0,1252646,,,,
1024,16,60,16,40,1252677,,,,
2048,4,10,16,100,1253007,,,,
4096,16,30,16,0,1253027,,,,
2048,8,40,16,40,1253107,,,,
2048,64,20,16,40,1253127,,,,
1024,4,40,16,50,1253157,,,,
2048,2,60,16,50,1253258,,,,
2048,8,40,16,70,1253468,,,,
8192,8,100,16,40,1253508,,,,
8192,32,50,16,30,1253528,,,,
1024,8,60,16,40,1253538,,,,
1024,64,100,16,90,1253638,,,,
1024,64,50,16,40,1253798,,,,
8192,8,20,16,20,1254039,,,,
2048,8,40,16,90,1254089,,,,
4096,64,30,16,100,1254209,,,,
4096,4,20,16,0,1254229,,,,
4096,8,30,16,70,1254300,,,,
4096,32,10,16,10,1254320,,,,
1024,8,30,16,10,1254370,,,,
1024,32,100,16,70,1254389,,,,
2048,32,50,16,30,1254390,,,,
1024,16,10,16,80,1254450,,,,
4096,4,60,16,50,1254580,,,,
8192,8,40,16,20,1254830,,,,
2048,32,100,16,70,1254840,,,,
2048,2,100,16,80,1254870,,,,
1024,4,50,16,100,1254901,,,,
4096,8,30,16,20,1254970,,,,
4096,32,100,16,80,1255041,,,,
4096,8,30,16,10,1255081,,,,
4096,4,20,16,30,1255120,,,,
8192,32,50,16,20,1255241,,,,
8192,2,100,16,60,1255411,,,,
1024,8,20,16,40,1255491,,,,
8192,64,30,16,30,1255652,,,,
8192,4,20,16,60,1255852,,,,
2048,32,50,16,40,1255892,,,,
8192,16,40,16,0,1255932,,,,
2048,8,100,16,80,1255963,,,,
2048,8,100,16,90,1255972,,,,
8192,4,40,16,0,1256013,,,,
4096,64,20,16,0,1256253,,,,
2048,64,20,16,0,1256302,,,,
4096,64,40,16,40,1256474,,,,
4096,32,40,16,100,1256483,,,,
8192,2,10,16,30,1256514,,,,
8192,4,20,16,20,1256574,,,,
8192,32,60,16,20,1256654,,,,
8192,16,10,16,50,1256664,,,,
2048,16,60,16,40,1256714,,,,
8192,2,10,16,80,1256714,,,,
4096,2,30,16,70,1256744,,,,
1024,4,60,16,30,1256754,,,,
8192,8,100,16,90,1256824,,,,
8192,64,50,16,20,1256864,,,,
4096,16,60,16,100,1256904,,,,
8192,8,30,16,100,1256914,,,,
4096,32,20,16,10,1257064,,,,
8192,16,100,16,70,1257074,,,,
8192,32,10,16,20,1257115,,,,
1024,32,60,16,100,1257124,,,,
1024,32,10,16,0,1257175,,,,
2048,32,40,16,60,1257215,,,,
4096,64,20,16,90,1257295,,,,
8192,64,60,16,80,1257415,,,,
4096,32,100,16,100,1257435,,,,
2048,4,60,16,40,1257445,,,,
8192,2,60,16,10,1257575,,,,
2048,64,30,16,10,1257645,,,,
8192,2,50,16,40,1257846,,,,
2048,64,20,16,10,1257865,,,,
2048,8,1000,2,40,1257936,,,,
2048,2,40,16,10,1257946,,,,
1024,8,1000,16,70,1257977,,,,
8192,4,10,16,10,1258056,,,,
8192,2,30,16,40,1258156,,,,
2048,64,1000,16,50,1258167,,,,
4096,4,100,16,0,1258206,,,,
8192,64,100,16,40,1258247,,,,
1024,4,40,16,0,1258287,,,,
8192,4,50,16,70,1258357,,,,
8192,2,100,16,40,1258547,,,,
1024,4,50,16,20,1258668,,,,
1024,4,40,16,10,1258748,,,,
2048,64,100,16,40,1258857,,,,
1024,8,40,16,50,1259058,,,,
4096,64,20,16,10,1259078,,,,
8192,16,10,16,70,1259088,,,,
2048,16,10,16,50,1259218,,,,
4096,64,60,16,50,1259319,,,,
8192,64,60,16,30,1259590,,,,
1024,16,40,16,10,1259679,,,,
2048,2,30,16,0,1259720,,,,
1024,32,40,16,10,1259759,,,,
2048,16,10,16,40,1259760,,,,
8192,4,60,16,40,1259819,,,,
4096,4,30,16,10,1259880,,,,
4096,2,20,16,90,1259929,,,,
4096,64,10,16,40,1259930,,,,
8192,8,20,16,90,1259950,,,,
1024,16,30,16,20,1259960,,,,
4096,64,40,16,20,1259980,,,,
1024,2,20,16,40,1260030,,,,
1024,4,20,16,70,1260050,,,,
1024,16,50,16,70,1260070,,,,
8192,64,10,16,60,1260100,,,,
8192,2,10,16,20,1260120,,,,
8192,4,10,16,60,1260160,,,,
4096,16,30,16,30,1260220,,,,
8192,8,20,16,60,1260260,,,,
4096,8,60,16,70,1260291,,,,
4096,32,40,16,60,1260431,,,,
1024,32,100,16,90,1260481,,,,
8192,32,100,16,0,1260501,,,,
4096,2,30,16,20,1260530,,,,
2048,64,20,16,100,1260721,,,,
1024,4,40,16,60,1260741,,,,
8192,16,30,16,90,1260801,,,,
1024,32,20,16,10,1261002,,,,
1024,32,60,16,40,1261022,,,,
2048,32,60,16,70,1261032,,,,
2048,64,50,16,50,1261112,,,,
4096,2,60,16,100,1261183,,,,
4096,64,60,16,40,1261252,,,,
2048,64,30,16,80,1261263,,,,
2048,8,10,16,30,1261422,,,,
2048,32,40,16,90,1261623,,,,
8192,8,40,16,40,1261683,,,,
1024,16,30,16,0,1261703,,,,
1024,64,30,16,30,1261753,,,,
4096,4,60,16,80,1261854,,,,
8192,8,40,16,50,1262104,,,,
8192,2,60,16,50,1262143,,,,
1024,64,40,16,80,1262324,,,,
2048,16,100,16,100,1262324,,,,
2048,8,60,16,20,1262334,,,,
1024,4,20,16,90,1262474,,,,
1024,8,10,16,60,1262474,,,,
2048,8,100,16,0,1262485,,,,
8192,64,10,16,100,1262504,,,,
1024,2,100,16,100,1262595,,,,
1024,4,50,16,50,1262655,,,,
1024,16,1000,16,30,1262665,,,,
2048,8,10,16,70,1262684,,,,
2048,64,10,16,80,1262715,,,,
2048,32,60,16,90,1262765,,,,
1024,64,60,16,50,1262835,,,,
8192,8,60,16,90,1262935,,,,
1024,2,100,16,70,1262975,,,,
2048,4,10,16,10,1262985,,,,
4096,8,60,16,80,1263065,,,,
8192,8,50,16,70,1263095,,,,
2048,32,100,16,20,1263115,,,,
8192,8,30,16,90,1263396,,,,
4096,4,50,16,0,1263427,,,,
2048,32,50,16,80,1263456,,,,
4096,8,100,16,90,1263546,,,,
2048,32,1000,16,70,1263606,,,,
4096,64,20,16,50,1263727,,,,
2048,4,100,16,70,1263737,,,,
4096,4,50,16,40,1263807,,,,
2048,32,60,16,100,1263837,,,,
8192,2,60,16,20,1264007,,,,
4096,2,60,16,40,1264057,,,,
4096,16,20,16,40,1264117,,,,
1024,2,30,16,60,1264137,,,,
1024,32,50,16,80,1264198,,,,
2048,2,10,16,10,1264207,,,,
1024,32,40,16,40,1264318,,,,
1024,32,1000,16,70,1264358,,,,
8192,64,60,16,20,1264368,,,,
4096,32,50,16,30,1264378,,,,
8192,2,30,16,80,1264628,,,,
2048,64,50,16,30,1264638,,,,
1024,32,10,16,90,1264678,,,,
8192,4,20,16,0,1264698,,,,
8192,4,40,16,70,1264808,,,,
1024,64,30,16,40,1264868,,,,
4096,2,100,16,70,1264919,,,,
1024,4,30,16,0,1264929,,,,
1024,2,100,16,40,1265119,,,,
4096,64,60,16,20,1265179,,,,
2048,64,20,16,60,1265250,,,,
1024,8,10,16,10,1265260,,,,
8192,16,100,16,0,1265410,,,,
4096,16,30,16,10,1265590,,,,
1024,32,1000,16,90,1265610,,,,
4096,32,100,16,30,1265640,,,,
1024,32,100,16,10,1265650,,,,
4096,32,30,16,60,1265701,,,,
4096,16,100,16,100,1265721,,,,
1024,4,40,16,90,1265731,,,,
2048,4,30,16,30,1265771,,,,
4096,8,60,16,90,1265811,,,,
1024,32,20,16,0,1265851,,,,
1024,8,30,16,0,1266081,,,,
1024,16,50,16,90,1266321,,,,
4096,8,10,16,10,1266422,,,,
8192,32,40,16,100,1266532,,,,
4096,32,10,16,0,1266542,,,,
8192,64,100,16,100,1266562,,,,
8192,4,100,16,50,1266692,,,,
2048,16,40,16,0,1266712,,,,
2048,4,60,16,90,1266742,,,,
2048,8,50,16,60,1266742,,,,
1024,16,50,16,40,1266762,,,,
1024,64,60,16,100,1266772,,,,
1024,64,10,16,10,1266792,,,,
1024,64,30,16,50,1266913,,,,
2048,4,50,16,10,1266953,,,,
1024,8,50,16,10,1266973,,,,
2048,16,100,16,60,1267053,,,,
4096,16,20,16,20,1267063,,,,
2048,16,50,16,70,1267243,,,,
4096,2,30,16,80,1267333,,,,
1024,32,60,16,50,1267443,,,,
1024,16,40,16,90,1267474,,,,
1024,32,30,16,50,1267494,,,,
4096,32,30,16,40,1267644,,,,
8192,2,40,16,80,1267644,,,,
1024,2,100,16,20,1267694,,,,
1024,32,100,16,30,1267694,,,,
2048,4,40,16,100,1267794,,,,
4096,4,40,16,70,1268024,,,,
1024,16,30,16,100,1268105,,,,
1024,64,60,16,0,1268245,,,,
1024,16,50,16,80,1268355,,,,
1024,2,10,16,100,1268356,,,,
4096,8,100,16,60,1268425,,,,
1024,4,50,16,70,1268456,,,,
4096,32,10,16,30,1268475,,,,
8192,4,30,16,10,1268595,,,,
4096,16,50,16,0,1268606,,,,
4096,4,30,16,40,1268666,,,,
8192,2,30,16,100,1268686,,,,
4096,8,30,16,30,1268735,,,,
4096,8,10,16,60,1268766,,,,
2048,16,100,16,70,1268806,,,,
2048,16,30,16,80,1268816,,,,
1024,32,50,16,10,1269146,,,,
2048,32,30,16,100,1269157,,,,
1024,64,100,16,70,1269487,,,,
1024,64,20,16,50,1269538,,,,
2048,4,1000,16,30,1269578,,,,
1024,2,50,16,60,1269607,,,,
4096,4,60,16,0,1269658,,,,
2048,8,10,16,100,1269698,,,,
8192,32,100,16,60,1269708,,,,
2048,32,30,16,50,1269737,,,,
4096,8,100,16,20,1269778,,,,
4096,4,30,16,100,1269838,,,,
1024,2,30,16,30,1269979,,,,
8192,64,100,16,70,1270048,,,,
4096,16,30,16,100,1270088,,,,
4096,2,20,16,10,1270199,,,,
4096,64,10,16,0,1270199,,,,
8192,64,10,16,90,1270259,,,,
1024,16,100,16,50,1270419,,,,
2048,16,60,16,20,1270429,,,,
4096,32,40,16,70,1270550,,,,
4096,2,20,16,50,1270589,,,,
4096,16,100,16,60,1270620,,,,
1024,32,40,16,60,1270660,,,,
4096,8,20,16,60,1270790,,,,
4096,32,10,16,70,1270800,,,,
2048,16,40,16,60,1270950,,,,
2048,64,50,16,10,1270970,,,,
2048,16,40,16,100,1271010,,,,
1024,16,20,16,50,1271030,,,,
4096,16,20,16,60,1271161,,,,
2048,64,50,16,80,1271321,,,,
2048,64,40,16,70,1271350,,,,
4096,4,60,16,90,1271481,,,,
2048,2,30,16,60,1271752,,,,
1024,4,20,16,20,1271822,,,,
1024,2,40,16,0,1271842,,,,
1024,8,100,16,30,1271851,,,,
4096,2,20,16,20,1271852,,,,
4096,64,40,16,80,1271992,,,,
8192,32,10,16,50,1272092,,,,
2048,4,50,16,40,1272102,,,,
8192,4,60,16,20,1272362,,,,
1024,2,20,16,60,1272413,,,,
4096,4,20,16,100,1272533,,,,
2048,32,50,16,10,1272613,,,,
2048,2,20,16,100,1272663,,,,
1024,4,60,16,80,1272814,,,,
1024,2,40,16,60,1272854,,,,
8192,2,100,16,10,1272944,,,,
2048,2,60,16,10,1272954,,,,
2048,16,1000,16,60,1273094,,,,
1024,2,20,16,80,1273144,,,,
1024,2,40,16,10,1273334,,,,
1024,64,20,16,90,1273345,,,,
8192,64,30,16,60,1273355,,,,
4096,4,10,16,100,1273414,,,,
8192,4,10,16,0,1273474,,,,
2048,32,40,16,40,1273534,,,,
2048,2,10,16,30,1273896,,,,
2048,4,30,16,0,1273896,,,,
2048,64,10,16,100,1273896,,,,
4096,64,20,16,40,1274206,,,,
8192,4,10,16,90,1274316,,,,
1024,8,60,16,100,1274346,,,,
8192,2,20,16,60,1274357,,,,
4096,32,40,16,0,1274406,,,,
1024,16,10,16,70,1274447,,,,
8192,2,30,16,60,1274607,,,,
1024,32,50,16,40,1274707,,,,
1024,32,40,16,80,1274747,,,,
1024,16,50,16,20,1274927,,,,
4096,32,40,16,90,1275018,,,,
8192,16,40,16,20,1275108,,,,
2048,32,30,16,40,1275118,,,,
1024,64,20,16,60,1275168,,,,
2048,16,20,16,80,1275348,,,,
8192,32,30,16,70,1275398,,,,
8192,4,100,16,90,1275478,,,,
2048,16,10,16,90,1275589,,,,
8192,32,40,16,50,1275679,,,,
1024,16,50,16,100,1275729,,,,
2048,4,60,16,20,1275749,,,,
4096,16,50,16,100,1275929,,,,
1024,2,50,16,20,1275939,,,,
4096,2,100,16,40,1275970,,,,
1024,4,1000,16,100,1275989,,,,
2048,8,40,16,50,1275999,,,,
1024,64,50,16,100,1276019,,,,
2048,8,20,16,50,1276040,,,,
1024,2,30,16,90,1276069,,,,
1024,8,10,16,20,1276150,,,,
4096,8,30,16,100,1276219,,,,
8192,8,50,16,40,1276420,,,,
2048,2,50,16,50,1276490,,,,
8192,2,100,16,100,1276591,,,,
8192,4,30,16,100,1276671,,,,
8192,16,100,16,40,1277021,,,,
8192,64,50,16,10,1277082,,,,
2048,32,1000,16,30,1277112,,,,
8192,2,20,16,0,1277122,,,,
8192,2,40,16,50,1277201,,,,
2048,16,100,16,20,1277302,,,,
8192,2,40,16,40,1277322,,,,
4096,2,40,16,60,1277432,,,,
4096,8,1000,8,60,1277433,,,,
1024,64,60,16,20,1277553,,,,
1024,16,1000,16,70,1277583,,,,
4096,2,100,16,100,1277642,,,,
1024,8,40,16,30,1277843,,,,
2048,32,10,16,0,1278224,,,,
8192,8,10,16,0,1278384,,,,
8192,32,30,16,0,1278474,,,,
1024,16,50,16,60,1278744,,,,
2048,32,40,16,70,1278774,,,,
2048,16,10,16,70,1279035,,,,
4096,64,40,16,30,1279186,,,,
2048,4,10,16,30,1279366,,,,
1024,2,60,16,50,1279405,,,,
4096,64,10,16,20,1279476,,,,
2048,32,30,16,30,1279646,,,,
2048,16,10,16,60,1279656,,,,
4096,16,10,16,50,1279716,,,,
2048,64,100,16,70,1279877,,,,
8192,8,60,16,80,1279967,,,,
1024,32,40,16,90,1280037,,,,
1024,8,10,16,40,1280177,,,,
2048,32,50,16,20,1280177,,,,
2048,32,50,16,90,1280217,,,,
2048,64,20,16,20,1280287,,,,
8192,8,100,16,60,1280327,,,,
8192,32,60,16,10,1280418,,,,
8192,4,10,16,20,1280468,,,,
1024,64,50,16,70,1280478,,,,
2048,2,1000,16,10,1280518,,,,
8192,32,30,16,80,1280638,,,,
4096,64,100,16,10,1280669,,,,
1024,16,60,16,0,1280698,,,,
1024,16,10,16,40,1280708,,,,
4096,4,60,16,10,1280948,,,,
1024,16,10,16,100,1280979,,,,
2048,2,20,16,20,1281039,,,,
2048,4,30,16,50,1281189,,,,
8192,64,10,16,40,1281239,,,,
1024,4,40,16,70,1281329,,,,
8192,32,20,16,100,1281349,,,,
1024,2,30,16,40,1281350,,,,
2048,64,40,16,0,1281379,,,,
4096,4,1000,16,30,1281379,,,,
1024,2,30,16,80,1281490,,,,
2048,64,50,16,60,1281650,,,,
8192,16,60,16,30,1281650,,,,
1024,16,40,16,30,1281680,,,,
8192,8,30,16,50,1281770,,,,
4096,8,1000,16,30,1281810,,,,
2048,64,30,16,70,1281820,,,,
8192,4,100,16,10,1281981,,,,
1024,4,10,16,30,1282071,,,,
2048,2,100,16,60,1282120,,,,
4096,2,1000,16,50,1282151,,,,
4096,64,30,16,50,1282220,,,,
4096,2,50,16,10,1282231,,,,
4096,32,40,16,10,1282331,,,,
8192,8,10,16,20,1282342,,,,
8192,2,30,16,90,1282391,,,,
4096,64,20,16,80,1282592,,,,
4096,64,50,16,30,1282792,,,,
2048,4,20,16,0,1282842,,,,
2048,64,10,16,10,1282902,,,,
8192,16,10,16,80,1282962,,,,
4096,2,50,16,100,1283053,,,,
2048,8,30,16,0,1283183,,,,
8192,4,100,16,30,1283192,,,,
4096,2,20,16,0,1283213,,,,
4096,2,40,16,20,1283213,,,,
8192,8,10,16,70,1283223,,,,
8192,32,10,16,0,1283223,,,,
8192,64,30,16,20,1283514,,,,
8192,64,60,16,100,1283573,,,,
8192,4,10,16,80,1283574,,,,
4096,2,40,16,0,1283783,,,,
8192,16,20,16,60,1283894,,,,
2048,4,20,16,30,1284044,,,,
8192,8,30,16,40,1284114,,,,
1024,32,40,16,50,1284245,,,,
8192,8,20,16,30,1284375,,,,
2048,2,100,16,70,1284475,,,,
2048,4,100,16,10,1284495,,,,
2048,16,30,16,20,1284595,,,,
1024,8,1000,16,20,1284655,,,,
8192,16,10,16,10,1284675,,,,
4096,8,30,16,0,1284786,,,,
1024,4,20,16,100,1284796,,,,
1024,32,60,16,90,1284816,,,,
8192,8,50,16,90,1284906,,,,
8192,2,100,16,90,1284956,,,,
8192,32,40,16,40,1285166,,,,
1024,8,20,16,10,1285217,,,,
1024,64,40,16,10,1285237,,,,
2048,4,10,16,70,1285277,,,,
8192,64,100,16,10,1285287,,,,
1024,2,40,16,50,1285397,,,,
8192,64,60,16,90,1285407,,,,
4096,64,40,16,50,1285487,,,,
4096,64,1000,16,90,1285557,,,,
4096,16,60,16,40,1285607,,,,
4096,4,10,16,10,1285627,,,,
2048,32,60,16,10,1285637,,,,
8192,32,100,16,10,1285647,,,,
8192,8,60,16,0,1285657,,,,
1024,8,10,16,90,1285738,,,,
2048,8,60,16,10,1285748,,,,
8192,64,30,16,0,1285858,,,,
2048,64,40,16,20,1285927,,,,
1024,16,100,16,60,1285928,,,,
8192,4,40,16,100,1285958,,,,
8192,64,50,16,0,1286139,,,,
8192,4,50,16,80,1286168,,,,
8192,2,40,16,90,1286208,,,,
1024,2,100,16,0,1286229,,,,
8192,32,10,16,60,1286368,,,,
4096,4,50,16,100,1286408,,,,
1024,64,60,16,30,1286409,,,,
1024,64,100,16,30,1286469,,,,
8192,4,100,16,40,1286659,,,,
